,Tweet,Brand/Product,Emotion,Brand
7673,"Most interesting question at #SXSW so far, at Google talk: &quot;What happens to us if we lose this ability to discover and need to discover?&quot;",google,Neutral,Google
7674,Very interesting. RT @mention Apple to Open Pop-Up Shop at SXSW {link} #sxsw #sxswi #popupshop #apple,Apple,Positive,Apple
7675,"adaptive retail -- apple to open pop-up shop at #sxsw. skillfully done, cupertino: {link}",Apple,Positive,Apple
7676,"while charging my iPhone battery, I've downloaded a .#hipstamatic pack #sxsw edition.  {link}",iphone,Neutral,Apple
7677,"#sxsw   Tried 2 days with iPAD, w/o MacBook Pro.  the experiment is over. I heart a real keyboard.",iPad,Negative,Apple
7678,For any friends coming to Austin for SXSW: {link} #Austin #sxsw,Unknown,Neutral,Unknown
7679,Google (tries again) to launch a new social network called Circles: {link} #sxsw,Google,Neutral,Google
7680,Google (tries again) to launch a new social network called Circles: {link} #sxsw @mention #310409H2011,google,Negative,Google
7681,Google (tries again) to launch a new social network called Circles: {link} #sxsw RT @mention @mention,google,Neutral,Google
7682,"The #CNNGrill is celebrating #piday with pecan, apple and strawberry rhubarb pies. Let the circumferences begin! #SXSW #SXSWI",apple,Neutral,Apple
7683,"&quot;Gearing up to make a splash, @mention to Launch &quot;Groupon or Living Social-type&quot; Rewards at #SXSW&quot; (@mention {link}",Unknown,Neutral,Unknown
7684,#Google Crisis Response has a site up w/ good info on Japanese earthquake/tsunami: {link} #SXSW #SXSWi,Google,Positive,Google
7685,#SXSW: Marissa Mayer keynote- 40% Of Google Maps Usage Is Mobile (And There Are 150 Million Mobile Users),google,Neutral,Google
7686,"#SXSW: Marissa Mayer's favorite non-Google product: her Swiss watch, bought as intern 12 years ago. Brings that simplicity to Goog.",google,Neutral,Google
7687,During Marissa Mayer's presentation at #SXSW they did  a demo of Google maps version 5.2 on mobile and it was pretty impressive.,Other Google product or service,Positive,Google
7688,Google Marissa Mayer: mobile phone as a cursor of physical location - new version of map fast and more real life like   #sxsw,google,Neutral,Google
7689,Even security guards in Austin enjoy iPad time. #SXSW (cc @mention {link},iPad,Positive,Apple
7690,"&quot;Clarity trumps density, tap quality trumps tap quantityÛ_&quot; recap of @mention iPad #sxsw talk {link}",ipad,Neutral,Apple
7691,"Our cab driver is well prepared for #sxsw - he's got a laptop, a Blackberry and iPhone by his dashboard.",iphone,Neutral,Apple
7692,Go to emarketer &amp; some Google PDF snooping for marketing stats. #SXSW #elevate,google,Neutral,Google
7693,"Hiring marketers, designers, creatives, social media pros... Come see #Aquent booth 1415 #SXSW trade show. You might win iPad 2",ipad,Neutral,Apple
7694,Social marketing experts at #SXSW: Everyone has to face facts &amp; admit that Apple again showed everyone how marketing is done. #CNET,Apple,Positive,Apple
7695,Need a Workspace?  Book it from your #iPhone {link} @mention #app #SXSW #virtualoffice,iphone,Positive,Apple
7696,Thanks girl! RT @mention Congrats to @mention on winning the last @mention #iPad case for her boyfriend aw :) #SXSW #cbatsxsw,Other Apple product or service,Positive,Apple
7697,Catch Charles Chen @mention SXSW &amp; ask him for a demo of ChromeOS &amp; Android access. Hint: He's wearing a Google Braille shirt. #sxsw,google,Neutral,Google
7698,"On the Early #nerdbird to #SXSW - get @mention iPhone app. Share photos of airport people. Like people of Wal-Mart, but at airports!",iPad or iPhone App,Positive,Apple
7699,False alarm but could Google be blushing? RT @mention Google to Launch Major New Social Network Called Circles {link} #sxsw,google,Neutral,Google
7700,False Alarm: Google Circles Not Coming NowÛÒand Probably Not Ever {link} more {link} #SXSW #SXSWi,google,Neutral,Google
7701,False Alarm: Google Circles Not Coming NowÛÒand Probably Not Ever? - {link} #Google #Circles #Social #SXSW,google,Negative,Google
7702,"False Alarm: Google Circles Not Coming Now, And Probably Not Ever {link} - so much for reports that it would unveil at #sxsw",google,Neutral,Google
7703,"False Alarm: Google Circles Not Coming Now, And Probably Not Ever #sxsw {link}",google,Neutral,Google
7704,"No. Confirmed RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",google,Neutral,Google
7705,Just informed you have to take your iPad out when you have a &quot;cluttered bag.&quot; Apparently X-Ray technology can't see through books. WTF #sxsw,ipad,Neutral,Apple
7706,"97% of farmers own mobile phone, 43% of those own a smartphone. Marketshare - BB - 33% 18%  Android, 10% iPhone. #mobilefarm #sxsw",android,Neutral,Google
7707,I'm concerned about #Adobe; #Mint migrating #Flex to #HTML5 for #iOS and #Android mobile apps. #sxsw,android,Neutral,Google
7708,iPad 2 turned into giant camera looks plain stupid #sxsw,iPad,Negative,Apple
7709,Cool Internet art: Google will eat itself. Google ads revenue used  to buy google stock. #sxsw,Google,Positive,Google
7710,#SXSW learning how Google is about to get all &quot;Contextual&quot; with our &quot;Discovery&quot;... (@mention Austin Convention Center) {link},google,Neutral,Google
7711,Great Intro to #saveustechies #sxsw: VIDEO: the Surui Carbon Project from Google Earth Engine {link},Other Google product or service,Positive,Google
7712,"#SxSW approaching &amp; so are our soft launch plans.#Android demo running,flyers printed and T-shirts packed for #Austin.",android,Neutral,Google
7713,"&quot;Android users are not iPhone users. (They use the Options menu, and Contextual menu)&quot; ~@mention #sxsw",android,Neutral,Google
7714,#sxsw Android users: we're proud of you.,Android,Positive,Google
7715,"Hearing from ex-Apple, ex-Pentagram industrial designer. Really cool perspective. #sxsw #gsdm",apple,Neutral,Apple
7716,Hot Pot from Google for mobile maps is a 'very' interesting new app. #sxsw #sxswi,Other Google product or service,Positive,Google
7717,Learned from sponsored #sxsw software: 1) Austin = nice walking city; 2) Mapquest = piece of shit mapping software. (go Google Maps!) #fb,Other Google product or service,Positive,Google
7718,"Special promo for #sxsw attendees! {link} Meetchu, quick-contact capture LYKWXHPYTERH TT66H9TJN4YE RT6N79XP37FF TYP63MMAM7W3",Unknown,Neutral,Unknown
7719,#SXSW impromptu Apple store line is about 2 blocks long!  {link},Apple,Positive,Apple
7720,"Out of a room of 50+ people, only 1 other person than I makes accessible apps... And he works for Google Android #SXSW #donline",google,Neutral,Google
7721,"miami horror, tacos and bloody marys. i'm there. https://sites.google.com/site/frontgatesxsw11/ #sxsw",google,Neutral,Google
7722,"Find me around #sxsw today, grab a @mention slap bracelet and ask me how you can win an iPad 2 from @mention",ipad,Neutral,Apple
7723,driving around austin on google street view scoping out locations. from my desk. #sxsw,Other Google product or service,Positive,Google
7724,Rumours around Google Circles have been proven to be untrue. There was no announcement at #SXSW in Austin Texas. There must be something!,google,Positive,Google
7725,Playing around with the @mention #iPhone #app.  It's awesome.  Will be using it a lot at #SXSW,iPad or iPhone App,Positive,Apple
7726,Why is #GroupMe not available in Canada for iPhone users? #SXSW - Would love to check it out.,iPad or iPhone App,Negative,Apple
7727,@mention Route around traffic is saving Google Maps users 2 years everyday #sxsw,Other Google product or service,Positive,Google
7728,Google's route around traffic function saves users 2 years EVERY DAY. Good for future? ÛÓ Marissa Mayer at #sxsw,Google,Positive,Google
7729,"#ACLU Approved? WT? RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",google,Neutral,Google
7730,Android growing super fast. At Lustre Pearl - Team Android party for @mention @mention @mention just walked in. #androidsxsw #sxsw,Android,Positive,Google
7731,Happily drowning in a sea of apple macs and monster energy drink #SXSW,Other Apple product or service,Positive,Apple
7732,Got my morphie iphone case in time for #SXSW! Good news =  &gt;power  + &lt;anxiety. Bad news = barely fits in my hand.,Other Apple product or service,Positive,Apple
7734,"{link} harrymccracken: There are still iPad 2s to be had, at least at the #sxsw pop-up ... {link} @mention",ipad,Neutral,Apple
7735,"After hours in the #sxsw popup #apple store, a lone security guard enjoys the #ipad2 {link}",iPad,Neutral,Apple
7736,#SXSW goers wait for Apple #ipad2 in #Austin  {link} {link},apple,Neutral,Apple
7737,#SXSW goers want to sell your iPad so you can buy a new one? Give me a shout. #iPad,iPad,Positive,Apple
7738,brace yourselves for the audio onslaught of #SXSW and enjoy this free music sampler from itunes: {link} #featuredartists,Unknown,Neutral,Unknown
7739,iPhone version of flipboard hopefully out this summer #sxflip #sxsw,iPad or iPhone App,Positive,Apple
7740,#SXSW #personalcloud Google 'create great design principles' for great tips,google,Positive,Google
7741,SXSW: Foursquare updates its merchant platform with new ÛÏSpecialsÛ {link} #Android #FlashSpecial #free #iPhone #SXSW,Android,Positive,Google
7742,"On the first day of #SXSW, the #iPad2 launch stole a lot of the thunder. {link}",iPad,Positive,Apple
7743,Saw my first google maps street view car! #sxsw  {link},google,Neutral,Google
7744,"As I understand, this is buzzing from #SXSW : group texting, groupme, iPad 2, Apple, Denis Crowley...More ?",apple,Neutral,Apple
7745,@mention RT @mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},iPad,Positive,Apple
7746,"@mention RT @mention Come party down @mention &amp; Google tonight #sxsw: {link} Bands, food, art, interactive maps",google,Neutral,Google
7747,@mention RT @mention Confirmed! Apple store 2 week popup in Austin for #SXSW Now with picture!  {link} {link},Apple,Positive,Apple
7748,@mention RT @mention Gary is starting a new show &quot;Daily Grape&quot; for #iPhone only @mention #thankyouecon #SXSWÛ,iphone,Neutral,Apple
7749,@mention RT @mention Head over to {link} by 1pm CST today to win VIP access to my acoustic solo set at #SXSW tonight,Unknown,Neutral,Unknown
7750,@mention RT @mention Heading to  #SXSW? The @mention Austin guide for #iPhone is free for a limited time {link},iphone,Neutral,Apple
7751,"@mention RT @mention Hoot! New Blog post: HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link}",android,Neutral,Google
7752,@mention RT @mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch,apple,Neutral,Apple
7753,@mention RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW  {link},iphone,Neutral,Apple
7754,@mention RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW (cont) {link},iphone,Neutral,Apple
7755,@mention RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored (cont) {link},iphone,Neutral,Apple
7756,@mention RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by ... {link},iphone,Neutral,Apple
7757,@mention RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by (cont) {link},iphone,Neutral,Apple
7758,@mention RT @mention Platform for Concertgoers Launches Android App in Time for SXSW - {link} #sxsw,android,Neutral,Google
7759,@mention RT @mention Want a free juice pack air for iphone 4? At #SXSW? WeÛªll be giving away 5 at a 2b-announced location. Stay tuned!,iphone,Positive,Apple
7760,@mention RT @mention Who said you won't be able to get iPad 2 at #SXSW? Apple is opening pop-up store in Austin. {link},apple,Neutral,Apple
7761,#BooYah! RT @mention @mention Just synced my #iPad2 and full of Apple joy #SXSW ;),iPad,Positive,Apple
7762,#BooYah! RT @mention &lt;---- Guess who won an iPad at the #unsix tweetup? Thanks to @mention &amp; @mention #sxsw #happydance,iPad,Positive,Apple
7763,#jealous RT @mention Line for Apple's iPad 2 popup store is already wrapping around the block. #SXSW  {link},apple,Neutral,Apple
7764,"#SXSW ?? RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link}",google,Neutral,Google
7765,Awesome! RT @mention #sxsw with @mention Come check out @mention and get your FREE custom iphone case @mention grill,iphone,Positive,Apple
7766,Awesome! RT @mention Apple's temporary megastore at #SXSW could be model for future conferences/events: {link},Apple,Positive,Apple
7767,Awesome! RT @mention Best thing I've heard this wknd #SXSW &quot;I gave my iPad 2 money to #Japan relief. Don't need an iPad 2.&quot; (@mention,ipad,Neutral,Apple
7768,Awesome! RT @mention Download 20+ FREE tracks from the #SXSW Music Sampler available on the @mention store today!  {link},Unknown,Neutral,Unknown
7769,Awesome! RT @mention Heading to Austin for #SXSW? The Austin LP guide for #iPhone is free for a limited time {link},iPad or iPhone App,Positive,Apple
7770,Awesome! RT @mention What happens when #Apple hires security at #SXSW #Austin  {link},apple,Neutral,Apple
7771,Awesome! RT @mention Yes! Gowalla wins best Andoid app at the Team Android Choice Awards. Thanks all! #sxsw,Android App,Positive,Google
7772,Fanbois. RT @mention Audioboo: The front of the Apple iPad 2 queue {link} #sxsw #sxswsa #apple #ipad2 #Austin #Texas,apple,Neutral,Apple
7773,"How true RT @mention The only way you truly understand a material is by making things with it. Jonathan Ive , Apple VP Design #SXSW",apple,Neutral,Apple
7774,"HUZZAH!  RT @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW. #umassjour",google,Neutral,Google
7775,Niceness RT @mention Less than 2 hours until we announce the details on the iPad 2 giveaway! #SXSW #SXSWi,iPad,Positive,Apple
7776,Oh no... RT @mention CONFIRMED: New iPad 3 coming this September - {link} #Apple #iPhone #iPad #sxsw,iPad,Positive,Apple
7777,Or Droid RT @mention Has spontaniety in life been replaced by technology? When your iPhone battery dies you go home. Great ?  #sxsw,iPhone,Negative,Apple
7778,Really?? RT @mention Google is launching new social media site at #SXSW?? Has anyone else heard this??,google,Neutral,Google
7779,sad face RT @mention We're not launching any products at #SXSW but Join us for #H4ckers &amp; 80s dancing today {link},Unknown,Neutral,Unknown
7780,So cool! RT @mention Updated NPR Music iPhone app song info 4 All Songs 24/7 &amp; live video streaming in time 4 #SXSW {link},iPad or iPhone App,Positive,Apple
7781,"So true: RT @mention &amp; @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.",Google,Positive,Google
7782,"So true! RT @mention Best Hungry at #sxsw Tip: Mekong River, great Vietnamese {link} 6th St. till 11pm via @mention",Unknown,Neutral,Unknown
7783,So True. RT @mention New post: Business cards are dead: Send me your card via Hashable at #SXSW {link} cc: @mention,Unknown,Neutral,Unknown
7784,Sweet :) RT @mention Bday pressie for myself: iPhone 4. @mention got a matching one. Now we can fit in with hipsters #sxsw this wkd ;),iPhone,Positive,Apple
7785,@mention RT: New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable {link},iphone,Neutral,Apple
7786,@mention RT@mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},apple,Neutral,Apple
7787,VERY IMPORTANT: Make sure you are donating to the JAPANESE Red Cross for #japan: {link} #sxswcares #sxsw #quake (Please RT),Unknown,Neutral,Unknown
7788,Google earth engine are providing tech to indigenous tribes to report on statuses of forests. This is more like it #saveustechies #sxsw,Other Google product or service,Positive,Google
7789,Which smartphone rules #sxsw?  Definitely the iPhone 4.  96% of Apple smartphone I've eyeballed are the iP4,iPhone,Positive,Apple
7790,Class starts now. #SXSW @mention Designing iPad Interfaces - New Navigation Schemas {link},ipad,Neutral,Apple
7791,#sxsw starts today and the Apple ipad2 comes out tomorrow. I wonder if more ipad2's will be in austin apple stores for sale?,apple,Neutral,Apple
7792,N22: Opportunity Knocks {link} [codes valid: 12:00-3:59:59p 03/13/11] #infektd #sxsw #necro,Unknown,Neutral,Unknown
7793,Google party @mention maggie maes rocks like it's 1986. #sxsw,google,Neutral,Google
7794,Google party broke up. At the Tumblr / Funny or Die party. Fun! #sxsw,google,Neutral,Google
7795,"Google Party is at GSD&amp;M (Google Map it). #SXSW badge gets u in. Free food, drinks, music. Big place. No line. Great party. Come!",Google,Positive,Google
7796,"Google party, don't think they are checking for badges if you say your on list. Free food and booze. #frood #sxsw CC @mention",Google,Positive,Google
7797,Google party! #sxsw (@mention GSD&amp;M w/ 157 others) {link},Google,Positive,Google
7798,Google party. Photo booth fun. #SXSW {link},Google,Positive,Google
7799,"Per this rumor, Google may preview its big social strategy at an '80s-themed costume party at #SXSW. Yep. ... {link} #Cnet",google,Neutral,Google
7800,"Per this rumor, Google may preview its big social strategy at an '80s-themed costume party at #SXSW. Yep. {link} {link}",Google,Positive,Google
7801,"Per this rumor, Google may preview its big social strategy at an '80s-themed costume party at #SXSW. Yep. {link} #cnet",google,Neutral,Google
7802,"Per this rumor, Google may preview its big social strategy at an '80s-themed costume party at #SXSW. Yep. http:/... {link}",google,Neutral,Google
7803,"Yes, the rumors are true. Come play with @mention on iPad at our booth at #SXSW, exhibit hall 3. #iPad #iPad2  /via @mention",ipad,Neutral,Apple
7804,"Yes, the rumors are true. Come play with @mention on iPad at our booth at #SXSW, exhibit hall 3. #iPad #iPad2 (Under the giant &quot;O&quot;)",ipad,Positive,Apple
7805,Google Serves Up Mobile Location Data #SXSW by Wireless Week  {link},google,Neutral,Google
7806,"Public Service Announcement: The @mention Grill is amazing! Drinks and food for free, great company, and zazzle ipad cases! #SXSW",ipad,Neutral,Apple
7807,Just interviewed Mike Tyson in a makeshift boxing ring #SXSW about his upcoming iPhone game that will let you fight Pauly D and other celebs,iphone,Neutral,Apple
7808,Dude interviewing a donkey about an iPhone app. #hpsxsw #SXSW  {link},iphone,Neutral,Apple
7809,Will I survive #SXSW will only 1.6 gigs of space left on my iPhone? We shall see.,iPhone,Negative,Apple
7810,A #browserwars panel without Apple is like a #sxsw without parties.,Apple,Positive,Apple
7812,"Best Hungry at #sxsw Tip: Mekong River, great Vietnamese {link} 6th btw Brazos &amp; San Jacinto till 11pm via @mention",Unknown,Neutral,Unknown
7813,60% battery life on my iPhone and the conference is only just starting #sxsw,iphone,Neutral,Apple
7814,"#blackberry users must feel like such losers here at #sxsw. clearly. #iphone crowd, baby.",iPhone,Positive,Apple
7815,"Don't worry you guys, found an iPhone charger. WHAT'S THE DEAL WITH HIPSTERS AND BEARDS, RIGHT?!?! #sxsw",iphone,Neutral,Apple
7816,"thanks, Bryan RT @mention Official #SXSW App Û÷SXSW GOÛª {link} #android #iphone #ipad",ipad,Neutral,Apple
7817,&quot;Everyone here already has one.&quot; is not anti-theft protection when you leave your laptop or iPad to go get your latte. #sxsw @mention,ipad,Neutral,Apple
7818,Guess everyone wanted to design ipad apps for their mom #sxsw,iPad or iPhone App,Negative,Apple
7819,#SXSW #garyvee today download on iPhone daily grape,iphone,Neutral,Apple
7820,10 minutes 'til Marissa Mayer from google takes the stage #sxsw,Google,Positive,Google
7821,Check this @mention RT @mention 10:30 AM line at Apple pop-up store in Austin. It opens at 5 PM. #sxsw {link},Apple,Positive,Apple
7822,Don't miss @mention iPad app design talk this morning at 9:30 #SXSW,ipad,Neutral,Apple
7823,Don't miss @mention presentation in #CircusMash at 2 PM! Filmaster Mobile for iPhone is to be officially launched! #SXSW,iPad or iPhone App,Positive,Apple
7824,Watch this @mention #sxsw - #ecademy @mention {link},Unknown,Neutral,Unknown
7825,Watch this @mention #sxsw - #ecademy @mention {link} &gt;&gt; fascinating &amp; so true about maps saving itme - lots of it,Unknown,Positive,Unknown
7826,Watch this @mention #sxsw {link},Unknown,Neutral,Unknown
7827,#Google is / isnÛªt launching a social network at #SXSW  {link},google,Neutral,Google
7828,Free brats &amp; cheesesteaks and iPad 2 giveaways at #squarespace at #sxsw! So much to do. So little time and stomach space {link},ipad,Neutral,Apple
7829,Apple'd :s &gt; #sxsw #ipad2 @mention @mention @mention and Austin from Austin's pop up Apple store :))) {link},apple,Neutral,Apple
7830,"Google has &quot;got a lot better&quot; at protecting users' privacy with location-based tools over past 12 months, says Mayer #sxsw",Google,Positive,Google
7831,Up next is &quot;Left Brain Search = Google. Right Brain Search = X&quot;. (Thx to @mention for the vote. :) ) {link} #SXSW,Google,Positive,Google
7832,iTunes has #sxsw music sampler as a free download  {link}  @mention not just about tech! @mention  @mention,Unknown,Neutral,Unknown
7833,I know its #SXSW time when I have an abnormal amount of app updates on my iPhone.,iphone,Neutral,Apple
7834,Google has 9 different location services. Will they be merged? #SXSW,google,Neutral,Google
7835,iTunes has a #free #SXSW sampler featuring a selection of 23 of this year's performers.  {link},Unknown,Neutral,Unknown
7836,Apple does a popup store just for #sxsw {link} #gonnagetanipad2,apple,Neutral,Apple
7837,#Apple has a temporary retail store at #SXSW - sweet! #iPad2,Apple,Positive,Apple
7838,Blogger is about due for an update... Google finally takes action and will showcase the new design at #SXSW {link},Google,Positive,Google
7840,"2 iPad 2's acquired. In line at 9:30a, store opened at 10. Had iPads within 20 min. Not bad. Way to go Apple #SXSW team!!",Apple,Positive,Apple
7841,No way. Is Apple really manhandling #sxsw like that? RT @mention Smartphone breakdown at #sxsw (unofficÛ_ (cont) {link},Apple,Positive,Apple
7842,Line wraps around the block and down the street for ipad2s at #SXSW apple popup store. {link},apple,Neutral,Apple
7843,Dear folks at #SXSW. Got lost? Can use a FREE compass with map built-in? Here's one: {link},Unknown,Neutral,Unknown
7844,Wish I was at #SXSW meeting with everyone in #TeamAndroid and the rest of the Android community. I will be there next year.,Android,Positive,Google
7845,NOV.US was at the Google Party at #SXSW {link},google,Neutral,Google
7846,Google has been collecting data on the types of requests they've been receiving from governments globally - #privacybootcamp #sxsw,google,Neutral,Google
7847,iPad 2 has been purchased. It's 90 and sunny.  Tan. 4square. So far so good at #SXSW.,iPad,Positive,Apple
7848,"Qrafter is better than all paid or free QR Code apps, because it can not only scan #vCards, it can also download them! #QRCode #iPhone #SXSW",iPad or iPhone App,Positive,Apple
7849,#Google 's Coming Location Dominance at #SXSW | PCMag.com {link},Google,Neutral,Google
7850,Most press coverage I've had in my life? Standing in the Apple line... #sxsw,Apple,Positive,Apple
7851,Steve Jobs doesn't position the iPhone as a device made in China where suicide rates are high He sells dreams #Kawasaki #thisisdare #SXSW,iPhone,Negative,Apple
7852,Four hours down. Six and a half to go. But the adventure has been worth it.  #apple #SXSW,Apple,Positive,Apple
7853,Context is everything: Hollrback rolls out Android app on eve of #SXSW | @mention {link},android,Neutral,Google
7854,Context is everything: Hollrback rolls out Android app on eve of #SXSW | @mention {link} via @mention,android,Neutral,Google
7855,Matt Cutts from Google &amp; Duane Forrester from Bing can't stop talking about original quality content. #sxsw #raidsxsw,google,Neutral,Google
7856,Dispatches from the #iPad 2 front lines {link} #aspengrove #aspengrove #austin #line #sxsw #tx,ipad,Neutral,Apple
7857,This looks fun. Party Like It's 1986 hosted by Google and the ACLUs of N California and Texas #SXSW,Google,Positive,Google
7858,Mindjet is going to #SXSW and to celebrate we are giving away an iPad 2! Find out how to enter here: {link},ipad,Neutral,Apple
7859,"Mindjet is going to #SXSW and we are giving away a bunch of stuff, including an iPad 2. Here's the details: {link}",ipad,Neutral,Apple
7860,Reid cites Google's Route Around as a good start to realtime/near realtime data {link} @mention #sxsw,Other Google product or service,Positive,Google
7861,&quot;This Google/Bing Q&amp;A panel is like the world's most expensive SEO consultation.&quot; -@mention  #SXSW,Google,Negative,Google
7862,"iPad users have a slow, resting heart rate. Its a more leisurely use than desktops or phones. #tapworthy #sxsw",iPad,Positive,Apple
7863,Many folks have asked about my iPhone battery case. Here's the link {link} #sxsw #fb #Li,iphone,Neutral,Apple
7864,iPad users have slower and more leisurely usage than iPhone users. @mention #tapworthy #sxsw,iPad,Positive,Apple
7865,Wish I was in #SXSW right now. Lots of action taking place. I am sure it will be fun. Nevertheless google it and you will find tons of news.,google,Positive,Google
7866,Google was incapable of doing disruptive innovation- and acquired 89 startups over the last few years @mention #leanstartup #sxsw,Google,Negative,Google
7867,Android vs IPhone at  #SXSW which side are you on?,android,Neutral,Google
7868,My friends iphone changed BACK an hour instead of forward. Its AT&amp;T. Any hints on how to fix it?! #SXSW #iphone #help,iPhone,Negative,Apple
7869,iPhone GPS is messed up. Thinks I'm in Yonkers. Almost as good as #SXSW. {link},iPhone,Negative,Apple
7870,"Okay, this is really it: yay new @mention for #Android app!!!!11 kthxbai. #sxsw",Android App,Positive,Google
7871,"&quot;This is the first of 11 shows this week,&quot; says Elliott Frazier of Ringo Deathstarr at Red 7 just now.  Location: {link}  #sxsw",Unknown,Neutral,Unknown
7872,Mayer says it makes sense to condense Google's location products &amp; features now that experiments show which ones are successful #SxSW #SUxSW,google,Neutral,Google
7873,#SXSW Gets Its Own Apple Store -  {link},Apple,Positive,Apple
7874,#Posterous Joins The #SXSW Pile On With #PosterousEvents ForåÊiPhone {link} via @mention -&gt; #tools #photos #apps,iphone,Neutral,Apple
7875,#Posterous Joins The #SXSW Pile On With Posterous Events For #iPhone {link},iphone,Neutral,Apple
7876,#Posterous Joins The #SXSW Pile On With Posterous Events ForåÊ#iPhone {link} via @mention,iphone,Neutral,Apple
7877,Ming.ly is launching soon and celebrating by giving away an Apple TV each day! #sxsw #launch {link} via @mention,apple,Positive,Apple
7878,"Developers Learn About Mobile Accessibility at #sxsw, Android 3.0 to Include Browser Access #a11y2go {link}",android,Neutral,Google
7879,The Bus is leaving the Google party and headed to the Power Plant party at 214 w Ave. #SXSW,google,Neutral,Google
7880,"15 minutes left in line for the ipad at #sxsw. think i'm gonna bail, my butt's asleep. #notreally",ipad,Neutral,Apple
7881,"With moves like this, it's no wonder Apple stays on top. {link} #sxsw",Apple,Positive,Apple
7882,Theophilus London mixing the party from his iPhone. #swag #sxsw,iphone,Neutral,Apple
7883,This makes missing #SXSW hurt more. ÛÏ@mention Apple Blog: Apple Opening Temporary iPad 2 Store to Handle SXSW Demand {link},iPad,Positive,Apple
7884,"WELL, it's not a #SXSW App, but I did just create an Android bookmark so that I can review my onerous schedule with 1 click",android,Neutral,Google
7885,&quot;it's not about affirmative action; having women on the product team [at Google] literally made the product better&quot; @mention #SXSW,google,Positive,Google
7886,"#Google is not coming out with a social network at #SXSW. Doesn't mean they're not working on something, though. #technews",google,Neutral,Google
7887,"Google has now officially denied that Circles will launch at #SXSW, but not that it exists! {link} (cont) {link}",google,Neutral,Google
7888,"So jealous of @mention who is at the team #android event at #sxsw #androidsxsw. Get some swag, girl!!!!!",Android,Positive,Google
7890,#iPad goes on sale Friday -- same day #SXSW starts. Wonder how many SXSW attendees will spend Friday AM standing in line. #gsdm,iPad,Neutral,Apple
7891,iPad2 goes on sale on first day of #sxsw in #atx tomorrow; is Apple sending a lorry load to Austin? Riots may ensue.,Apple,Positive,Apple
7892,Any movies one recommends to put on my iPad for the flight(s) home tomorrow? #lazyweb #sxsw,iPad,Positive,Apple
7893,"ha, that's one way to track your contacts RT @mention W @mention and john android #sxsw @mention {link}",android,Neutral,Google
7894,"check this out {link} - cool geo-location app for #iPhone, mixing music and parties at #SXSW with #maps I'm going next year...",iPad or iPhone App,Positive,Apple
7895,Mayer Maps Out Google's Coming Location Dominance at #SXSW {link} via @mention,google,Neutral,Google
7896,Mayer Maps Out Google's Coming Location Dominance at #SXSW | @mention {link},google,Neutral,Google
7897,Mayer Maps Out Google's Coming Location Dominance at #SXSW | @mention {link} via @mention,google,Neutral,Google
7898,"Tomorrow's panel on #CSS panel features folks from Opera, Chrome, IE, Mozilla and W3C. Apple is downstairs selling iPads. Ahem. #sxsw #apple",apple,Neutral,Apple
7899,Apple does pop up store at #sxsw. {link},apple,Neutral,Apple
7900,Apple puts popup store at #SXSW to hawk iPad 2.  Think they'll sell one or two?  {link},iPad,Positive,Apple
7901,YouTube is second largest search engine (globally) after Google says @mention #discotalk #sxsw,Google,Positive,Google
7902,"#Apple has set up a temporary Apple Store in #Austin, TX for #SXSW {link} #applestore #applestore",apple,Neutral,Apple
7903,Wish I was still there. SXSW: Featured Artists - {link} #iTunes #sxsw #free,Unknown,Neutral,Unknown
7904,Maybe this strange Google logo from last autumn was an obscure hint about Google Circles {link} #sxsw,google,Neutral,Google
7905,So where's the apple store in Austin for #SXSW?,apple,Neutral,Apple
7906,Who thinks the Apple Store in downtown Austin for #sxsw outsold all other Apple stores this week?,apple,Neutral,Apple
7907,"Groupon is the darling child of #SXSW - Google, Facebook, Loopt, SCVNGR all want a piece. {link} Is imitation still flattery?",google,Neutral,Google
7908,"So, here's the latest game I worked on for iPhone/iPod - {link} - Hobo with a Shotgun! Made w/@mention #sxsw @mention",iPad or iPhone App,Positive,Apple
7909,How bad is the line @mention the temporary apple store at #sxsw? #ipad2,apple,Neutral,Apple
